title,summary,prep_time,cook_time,servings,ingredients,instructions,calories,carbohydrates,protein,fat,saturated_fat,polyunsaturated_fat,monounsaturated_fat,trans_fat,cholesterol,sodium,potassium,fiber,sugar,vitamin_a,vitamin_c,calcium,iron,image_url,Vegetarian,Low-Purine,Low-fat/Heart-Healthy,Low-Sodium,Lactose-free,Peanut Allergy,Shellfish Allergy,Fish Allergy,Halal or Kosher
Ahi Shoyu Poke,"Ahi Shoyu Poke is a Hawaiian raw fish salad with fresh ahi steaks, onions, macadamia nuts, and seasonings. It's refreshing and healthy meal perfect as an appetizer or entree served over sushi rice.",10minutes,,4,"1 pound sushi-grade ahi (tuna) steaks, cut into 1-inch cubes;  cup green onions, chopped;  cup Maui onions, peeled and chopped; 1 tablespoon macadamia nuts, crushed; 1 teaspoon sesame seeds, toasted; 1 teaspoon fresh ginger, peeled and grated;  cup soy sauce; 1 tablespoon sesame oil; sea salt to taste; 4 cups sushi rice, cooked","In a large bowl, combine tuna, green onions, Maui onions, macadamia nuts, sesame seeds, and ginger. | Add soy sauce and sesame oil. Season with sea salt to taste. Gently stir until combined. | Serve poke over bowls of rice.",398,39,31,11,2,0,0,0,43,864,372,2,1,2550,1,20,2,https://www.kawalingpinoy.com/wp-content/uploads/2017/06/ahi-shoyu-poke-8-158x158.jpg,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE
Kung Pao Shrimp,,15minutes,20minutes,4,"2 tablespoons Chinese rice wine; 1 tablespoon cornstarch; 1 teaspoon oil; 1 teaspoon salt; 1 pound large shrimps peeled and deveined; 5 tablespoons soy sauce I used Kikkoman; 2 tablespoons Chinese rice wine; 1 tablespoon rice vinegar; 1 tablespoon chili oil; 1 tablespoon water; 1 tablespoon sugar; 1 tablespoon cornstarch; 3 tablespoons oil; 1 small green pepper seeded, cored and cubed; 1 small red green pepper seeded, cored and cubed; 2 stalks celery cut into 1-4 inch thick; 6 to 7 dried Chinese chili peppers;  cup peanuts; 3 cloves garlic peeled and minced; 1 thumb-size ginger peeled and minced","In a bowl, combine marinade ingredients: Chinese rice wine, oil, salt and cornstarch. Whisk together until smooth and blended. Add shrimps and marinate for about 20 to 30 minutes. Drain well. | In another bowl, combine stir-fry sauce: soy sauce, Chinese rice wine, rice vinegar, chili oil, water, sugar and cornstarch. Whisk together until smooth and blended. Set aside. | In a large skillet or wok over high heat, heat one tablespoon of the oil. Add bell peppers and celery and cook, stirring regularly, for about 1 minute or until half-done. Remove from pan and keep warm. | In the skillet, add the remaining 2 tablespoons of oil. Add peanuts and chili peppers and cook, stirring regularly, for about 30 to 40 seconds or until peanuts are lightly browned and chili peppers are charred. Immediately remove from pan and keep warm. | In the skillet, add garlic and ginger and cook, stirring regularly, until limp and aromatic. Add shrimps and cook until color changes to pink. Remove from pan and keep warm. | In the pan, add stir-fry sauce mixture and bring to a boil for about 1 minute or until slightly thickened. Add shrimps, bell peppers, celery, peanuts and chili peppers. Gently toss until evenly coated with sauce. Continue to cook for about 2 to 3 minutes or until completely heated through. Serve hot.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.kawalingpinoy.com/wp-content/uploads/2015/07/kungpaoshrimp1a-158x158.jpg,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
Ginisang Munggo at Sotanghon,"Ginisang Munggo at Sotanghon made extra delicious with cellophane noodles and minced shrimp. It's hearty, budget-friendly and tasty served with steamed rice.",15minutes,1hour,6,"2 ounces sotanghon; 1 cup dried munggo (mung beans), washed and drained; 2 quarts water; 1 tablespoon canola oil; 1 medium onion, peeled and chopped; 3 cloves garlic, peeled and minced; 1 large tomato, chopped; 1 tablespoon fish sauce;  pound shrimp, peeled, deveined and cut into -inch pieces; 1 bunch fresh spinach, stems trimmed; salt and pepper to taste","In a bowl, soak sotanghon in warm water for about 1 to 2 minutes or until just softened. Drain well and set aside. | In a pot over medium heat, combine beans and water. Bring to a boil, skimming off the froth that accumulates and beans that float on top. Lower heat, cover and cook for about 1 hour or until beans are softened, and skins have burst. | In another pot over medium heat, heat oil. Add garlic and onions and cook until tender and aromatic. | Add tomatoes and cook, mashing with the back of a spoon, for about 3 to 5 minutes or until softened and release juice. | Add shrimp and cook for about 1 to 2 minutes or until color changes to pink. | Add fish sauce and continue to cook for about 1 to 2 minutes. | Add cooked mung bean including liquid. Bring to a boil. | Add sotanghon and cook for 3 to 5 minutes or until noodles are translucent. Season with additional salt and pepper to taste. | Add spinach, turn off heat and cover pot for about 1 to 2 minutes or until spinach are just wilted. Serve hot.",238,34,18,3,0,0,0,0,95,597,866,7,3,5525,23,177,5,https://www.kawalingpinoy.com/wp-content/uploads/2018/06/ginisang-munggo-sotanghon-4-158x158.jpg,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE
Kilayin,Kilayin is a classic Kapampangan-style kilawin you need to try! This pork and liver stew cooked in vinegar and spices is full-on flavor and delicious with steamed rice.,20minutes,40minutes,6,"1 pound pork shoulder, cut into 1-inch strips; 1 pound liver, cut into 1-inch strips; 1 piece pork heart, cut into 1-inch strips; 1 cup vinegar; salt and pepper; 2 tablespoon oil; 3 cloves garlic, peeled and minced; 1 onion, peeled and chopped;  pound pork lung, minced; 1 tablespoon fish sauce","In one bowl, combine pork and ½ cup of the vinegar, 1 teaspoon salt, and ¼ teaspoon pepper. Marinate for about 30 minutes. | In another bowl, combine the liver, heart, the remaining ½ cup of the vinegar, 1 teaspoon salt, and ¼ teaspoon pepper. Marinate for about 30 minutes. | After marinating, drain pork from marinade and squeeze excess liquid. Reserve marinade. | Drain liver and heart from marinade and squeeze excess liquid. Reserve marinade. | In a pan over medium heat, heat oil. Add onions and garlic and cook until softened. | Add minced lung and cook, stirring occasionally, until browned and sizzling. | Add pork and cook until lightly browned. | Add fish sauce and cook, stirring occasionally, for about 2 to 3 minutes. | Add reserved vinegar marinade and bring to a boil, uncovered and without stirring, for about 3 to 5 minutes. Lower heat, cover and cook until pork is tender. | Add liver and heart and continue to cook for about 3 to 5 minutes or until cooked through and sauce is reduced. | Season with salt and pepper if needed. Serve hot.",326,5,31,18,5,0,0,0,266,350,537,1,1,12811,3,27,5,https://www.kawalingpinoy.com/wp-content/uploads/2015/07/kapampangan-kilayin-1-158x158.jpg,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
Salted Eggs Shrimp,"Try this new popular food flavor trend! Salted Egg Shrimp is creamy, spicy, and finger-licking delicious!",10minutes,20minutes,4,"1 pound large shrimp; 2 tablespoons butter; 1 tablespoon oil; 2 shallots, peeled and finely chopped; 2 cloves garlic, peeled and minced; 2 Thai chili peppers, stemmed and minced; 1 cup evaporated milk; 6 salted egg yolks, mashed;  teaspoon sugar; salt to taste","Trim tendrils of shrimp and rinse under cold water. In a colander, drain very well. | In a wide pan over medium heat, heat butter and oil. | When butter begins to melt, Add shallots, garlic, and chili peppers. Cook, stirring regularly, for about 1 minute or until softened. | Reduce heat, add evaporated milk, and bring to a simmer. | Add salted egg yolks and continue to cook, mashing yolks with back of spoon, for about 1 minute or until slightly thickened. | Add sugar and season with salt to taste. | Add shrimp and cook, stirring occasionally, until color changes to pink and the sauce thickens. | Remove from heat and serve hot.",382,11,32,23,10,0,0,0,612,1014,356,1,8,735,11,374,3,https://www.kawalingpinoy.com/wp-content/uploads/2016/04/singapore-salted-egg-shrimp-3-158x158.jpg,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
Chop Suey with Tofu and Shitake Mushrooms,"Chop Suey with Tofu and Shiitake Mushrooms is a stir-fry dish made with tender-crisp broccoli, carrots, cabbage, tofu, and mushrooms. It's a healthy, delicious and vegan you'll feel good serving the whole family.",15minutes,30minutes,4,"1 package (12 ounces) tofu; 6 pieces Shiitake mushrooms; 1 broccoli crown, cut into florets; 2 large carrots, peeled and cut thinly in a bias;  small cabbage, cut into pieces; water; oil; 1 small onion, peeled and sliced thinly; 2 cloves garlic, peeled and minced; 1 tablespoon corn starch; salt and pepper to taste","Remove tofu from packaging and drain from packing liquid. Wrap in paper towels, set on a wire rack or colander and weigh down with a saucer for about 15 to 20 minutes to extract moisture. Cut into 1-inch cubes. | In deep, wide pan, heat about 2-inches deep of oil until very hot but not smoking. Add tofu in batches and cook, turning as needed, until golden and crisp. With a slotted spoon, remove from pan and drain on paper towels. | In a bowl, soak mushrooms in 1 ½ cups of warm water for about 15 to 20 minutes or until softened. With hands, squeeze mushrooms to extract liquid. Reserve 1 cup of the soaking liquid. Trim mushroom stems and cut caps into halves. | Fill a bowl halfway with ice and enough water to cover ice. Add ½ teaspoon salt for each quart of water. Set aside. | In a sauce pan, add 3 cups of salted water and bring to a boil. Add carrots and cook for about 1 minute or until half done. With a slotted spoon, remove from pan and plunge into bowl of ice bath. Add broccoli to the boiling water and cook for about 2 to 3 minutes or until half done. With a slotted spoon, remove from pan and plunge into bowl of ice bath. Add cabbage to the boiling water and cook for about 30 seconds or until half done. With a slotted spoon, remove from pan and plunge into bowl of ice bath. Reserve 2 cups of the poaching liquid (the one used to blanch vegetables). Drain vegetables from the ice bath when they are cold. | In a wok or wide skillet or medium heat, heat oil. Add onions and garlic and cook until softened. | In a bowl, combine reserved 1 cup of poaching liquid (from par-boiling vegetables), 1 cup of the soaking liquid (from soaking mushrooms), and cornstarch. Stir until cornstarch is well dissolved. Add to wok and bring to a simmer until slightly thickened. | Add parboiled vegetables, fried tofu, and Shiitake mushrooms, stirring to combine, and cook for about 3 to 5 minutes or until vegetables are heated through. Season with salt and pepper to taste. Serve hot.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.kawalingpinoy.com/wp-content/uploads/2015/09/chop-seuy-with-tofu-and-shitake-mushrooms-6-158x158.jpg,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
"Ginataang Kalabasa, Sitaw at Hipon","Ginataang Kalabasa, Sitaw at Hipon is a Filipino vegetable stew made with kabocha squash, shrimp, and long beans cooked in coconut milk. It's creamy, spicy, and delicious with steamed rice!",10minutes,20minutes,4,"1 tablespoon canola oil; 1 onion, peeled and chopped; 3 cloves garlic, peeled and minced; 1 tablespoon fish sauce; 2 cups coconut milk; 2 finger chili peppers; 2 cups kalabasa (kabocha squash), pared, seeded and cut into 2-inch chunks; 2 cups sitaw (long beans), ends trimmed and cut into 3-inch lengths;  pound large shrimp, tendrils trimmed; salt to taste","In a wide pan over medium heat, heat oil. Add onions and garlic and cook until softened. | Add fish sauce and continue to cook, stirring occasionally, for about 1 minute. | Add coconut milk and chili peppers. Bring to a simmer. Lower heat and continue to cook for about 3 to 5minutes or until slightly reduced. | Add squash and cook for about 3 to 5 minutes or until tender but not falling apart. | Add long beans and cook for 3 to 5 minutes or until vegetables are tender. | Add shrimp and continue to cook for about 4 to 5 minutes or until color changes. | Season with salt to taste. Serve hot.",373,17,16,29,22,0,0,0,143,889,668,2,3,1185,24,152,5,https://www.kawalingpinoy.com/wp-content/uploads/2019/07/ginataang-kalabasa-with-sitaw-and-shrimp-158x158.jpg,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
Kangkong and Tofu with Oyster Sauce,"Kangkong and tofu stir-fry is easy to make and easy on a budget without sacrificing taste. It's ready in minutes and delivers sweet, savory, and spicy flavors you'll love with steamed rice.",10minutes,10minutes,4,1 bunch kangkong; 1 package (12 ounces) firm tofu;  cup canola oil; 2 tablespoons oyster sauce;  cup water; 1 tablespoon chili garlic sauce; 1 teaspoon sesame oil; 1 teaspoon cornstarch; 1 peeled and sliced thinly,"Drain tofu from packing liquid. Pat dry with paper towels to absorb moisture. Cut into ½- inch cubes. | Trim about 2 inches from the kangkong stalks and discard. Cut kangkong into 3-inch lengths, separating the sturdier stalks from the leaves. Wash thoroughly and drain well. | In a bowl, combine oyster sauce, chili garlic sauce, water, sesame oil and cornstarch. Stir until well-blended and set aside. | In a wide skillet over medium heat, heat oil until hot. Add tofu and cook until golden and crispy. Remove from pan, drain excess oil on paper towels and keep warm. | Remove excess oil from the pan except for about 2 tablespoons. add onions and cook until softened. | Increase heat to high. Add sauce mixture and cook until bubbly, stirring until thickened. | Add sturdy stalks and cook for about 30 seconds or until half done. | Add kangkong leaves and cook, stirring regularly, for another 30 seconds or until tender yet crisp. | Add tofu and quickly toss until lighted coated with sauce. | Season with salt and pepper to taste. Serve hot.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.kawalingpinoy.com/wp-content/uploads/2015/02/kangkong-tofu-oyster-sauce-158x158.jpg,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE
Kansi,"Kansi is an Ilonggo sour soup made with beef shanks and green jackfruit, and flavored with batwan or bilimbi. It's a comforting and filling dish perfect for cold weather!",15minutes,2hours,4,"2 pounds beef shanks; 2 stalks lemongrass; 1 tablespoon canola oil; 4 cloves garlic, peeled and minced; 8 cups water; 1 thumb-size ginger, peeled and minced; 1 onion, peeled and quartered; 1 tablespoon annatto powder; 1 package (1.41 ounces) tamarind powder soup base; 1 can (20 ounces) green jackfruit, drained; 8 pieces kamias; 2 Thai chili peppers; salt and pepper to taste","Rinse beef shanks well to remove any blood or impurities. Drain well. | Peel the outer layer of the lemongrass stalks until you reach the pale central core. Cut into 3 to 4-inch lengths and with the back of the knife, lightly pound each piece. Set aside. | In a deep pot over medium heat, heat oil.  Add beef shanks and cook, turning as needed, until lightly seared. | Add garlic and cook, stirring regularly, until softened. | Add water and bring to a boil, skimming scum that floats on top. When the broth clears, add onion. | Lower heat, cover, and simmer for about 1 ½ to 2 hours or until meat is fork-tender. | In a small bowl, combine annatto powder with about ½ cup of the broth. Stir until annatto powder is dissolved and return broth to the pot. | Add tamarind soup base. Stir to disperse. | Add lemongrass, green jackfruit, kamias, and chili peppers. Continue to cook for about 10 to 15 minutes or until jackfruit pieces are heated. | Season with salt and pepper to taste. Serve hot.",360,40,31,9,2,1,5,0,53,127,781,2,1,22,8,121,4,https://www.kawalingpinoy.com/wp-content/uploads/2016/09/kansi-2-158x158.jpg,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Crispy Pork Binagoongan,"Crispy Pork Binagoongan is a tasty take on our classic binagoongan na baboy. With crunchy pork tossed in pungent bagoong sauce and topped with steamed eggplants, sweet mangoes, juicy tomatoes, and chopped onions, it's like a party in your mouth!",15minutes,30minutes,8,"2 pounds pork belly; salt to taste; water; canola oil; 1 onion, peeled and chopped; 2 cloves garlic, peeled and minced; 2 tomatoes, chopped;  cup sauteed shrimp paste; 1 tablespoon vinegar; 2 eggplant; 1 large mango, ripe and yellow but firm; 2 tomatoes, seeded and diced; 1 small onion, peeled and diced; 1 tablespoon green onions, chopped","In a deep pot, place pork belly, enough water to cover, and salt and pepper to taste. Bring to boil, skimming scum that floats on top. | Lower heat, cover, and cook for about 40 to 50 minutes or until tender but not falling apart. | Drain pork well and reserve ½ cup of broth. | Place pork on a wire rack over a baking sheet. Refrigerate, uncovered, for at least 4 hours or overnight until completely cold. | In a wide, deep pan, heat about 2 inches deep of oil. Carefully add cooled pork in a single layer. Cook until golden and crispy, turning on sides as needed. | Remove the pork from the pan and drain on a wire rack. Cut into small pieces. | In another pan, heat 1 tablespoon of oil. Add the chopped onions and garlic and cook until softened. | Add tomatoes and cook, mashing with the back of the spoon, until softened and release juice. | Add shrimp paste. Cook, stirring regularly, for about 1 to 2 minutes. | Add vinegar and bring to a boil, uncovered and without stirring, for about 1 to 2 minutes. | Add the reserved pork broth and bring to a boil. Lower heat and continue to cook for about 3 to 5 minutes or until slightly thickened. Season with salt and pepper as needed. | Add fried pork and lightly toss until just coated with sauce. | While the binagoongan is cooking, steam eggplants. Discard stems and cut into cubes. | Arrange pork binagoongan on a serving platter. Top with steamed eggplant, diced mango, diced tomatoes, diced onions, and green onions. Serve immediately.",712,19,16,64,22,8,30,0,126,326,791,6,13,575,26,77,2,https://www.kawalingpinoy.com/wp-content/uploads/2017/01/crispy-pork-binagoongan-6-158x158.jpg,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
Green Bean and Shrimp Stir-fry,Green Bean and Shrimp Stir-fry is a quick and easy vegetable dish made with crisp green beans and shrimp flavored with a sweet and savory sauce. Delicious with steamed rice!,10minutes,10minutes,4," cup soy sauce; 1 teaspoon brown sugar; 2 tablespoons canola oil;  pound medium shrimp, peeled and deveined; 1 onion, peeled and sliced thinly; 2 cloves garlic, peeled and minced; 2 large Roma tomatoes, chopped; 1 pound green beans, ends trimmed and cut into halves; pepper to taste","In a small bowl, combine soy sauce and sugar and stir until sugar is dissolved. Set aside. | In a wide pan or wok over high heat, heat 1 tablespoon of the oil. Add shrimp and cook, stirring frequently, for about 1 to 2 minutes or just until color changes to pink. Remove from pan and keep warm. | In the pan, add the remaining one tablespoon oil. Add green beans and cook, stirring regularly, for about 3 to 4 minutes or until almost done. | Add onions and garlic and cook, stirring regularly, for about 1 to 2 minutes or until softened. | Add tomatoes and cook, stirring regularly, until they begin to soften and release juice. | Add soy sauce-sugar mixture and shrimp. Season generously with pepper. | Continue to cook for about 1 to 2 minutes or until green beans are tender-crisp and shrimp are cooked through. Serve hot.",169,14,12,8,1,2,5,0,71,1141,455,4,7,1143,21,88,2,https://www.kawalingpinoy.com/wp-content/uploads/2015/01/green-bean-and-shrimp-stir-fry-5-158x158.jpg,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE
Green Bean Chicken,The best way to moist and super tender meat in stir-fries is velveting. Find out how and enjoy this green bean chicken without take out!,15minutes,30minutes,4,"1 egg white; 1 tablespoon Chinese rice wine; 2 tablespoons canola oil; 1 tablespoon cornstarch;  teaspoon salt; 1 pound boneless chicken breast, cut into 1-inch pieces;  cup oyster sauce;  cup chicken broth or water; 3 tablespoons Chinese rice wine; 3 tablespoons low sodium soy sauce; 2 tablespoons brown sugar; 1 tablespoon sesame oil; 1 tablespoon corn starch;  teaspoon pepper; 2 cloves garlic, peeled and minced; 1 thumb-size ginger, peeled and grated; 2 tablespoons canola oil; 1 pound green beans, ends trimmed","In a bowl, combine ingredients for velveting: egg white, Chinese cooking wine, 1 tablespoon of the oil. cornstarch and salt. Whisk together until well-blended and frothy. Add chicken and marinate in the refrigerator for about 30 minutes. Drain chicken well. | In a pot over high heat, combine about 2-inches deep of water and 1 tablespoon of oil. Bring to a boil. Reduce heat to medium low and immediately add chicken, stirring to disperse. Bring water back to a gentle simmer and once it's barely bubbling, continue to cook chicken for about 1 minute, stirring occasionally. With a slotted spoon, remove chicken from pot and drain well. Keep warm and set aside. | In a bowl, combine stir-fry sauce: oyster sauce, chicken broth, soy sauce, brown sugar, sesame oil, cornstarch and pepper. Whisk until well-blended and cornstarch is dispersed. Set aside. | In a wok or wide pan over high heat, heat the 2 tablespoons of oil. Add garlic and ginger and cook, stirring regularly, for about 30 seconds or until aromatic. | Add green beans and cook, stirring regularly, until wrinkled. | Add stir-fry sauce mixture and cook, stirring quickly, for about 1 minute or until thickened. | Add chicken and cook, stirring regularly, for about 2 to 3 minutes or until chicken is heated through. Serve hot.",403,22,29,21,2,6,11,0,73,1313,753,3,10,818,16,68,2,https://www.kawalingpinoy.com/wp-content/uploads/2015/08/Green-bean-chicken-4-158x158.jpg,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
Shrimp with Green Peas and Cashew,Looking for an easy dinner idea? Shrimp with green peas and cashews is ready in minutes yet packs incredible flavor. Perfect over steamed rice or noodles!,15minutes,10minutes,4,"1 pound medium shrimp, peeled and deveined; 1 egg white; 1 tablespoon cornstarch; 2 tablespoons oil; 1 onion, peeled and sliced thinly; 2 cloves garlic, peeled and sliced thinly; 1 large carrot, peeled and sliced thinly; 2 stalks celery, sliced thinly on a bias; 1 cup frozen green peas, thawed;  cup roasted cashews, unsalted; salt and pepper to taste;  cup water;  cup light soy sauce; 2 tablespoons oyster sauce; 2 tablespoons Chinese cooking wine; 1 teaspoon brown sugar; 1 teaspoon cornstarch.","In a bowl, combine egg white and cornstarch. Whisk until frothy. well. | Add shrimp and coat evenly. Marinate for about 10 to 15 minutes and drain well. | In a bowl, combine stir-fry sauce ingredients: water, soy sauce, oyster sauce, Chinese cooking wine, brown sugar, and the 1 teaspoon cornstarch. Whisk until smooth. Set aside. | In a wok or wide pan over high heat, heat 2 tablespoons of the oil. Add shrimp and cook until the color changes to pink. Remove from pan and keep warm. | Remove excess oil except for about 1 tablespoon. Add onions and garlic and cook until softened. | Add carrots and celery and cook, stirring regularly, for about 30 to 40 seconds or until half done. | Add stir fry sauce (make sure to stir first to disperse cornstarch) and bring to a simmer until slightly thickened. | Add green peas and shrimp. Continue to cook, stirring to combine, for about 3 to 5 minutes or until green peas and shrimps are heated through and vegetables are tender yet crisp. | Add roasted cashews and gently toss to combine. | Season with salt and pepper to taste. Serve hot.",333,22,23,16,2,4,9,0,143,1745,511,4,6,3120,19,109,2,https://www.kawalingpinoy.com/wp-content/uploads/2016/07/shrimp-with-green-peas-and-cashew-6-158x158.jpg,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
Pancit Palabok,"Pancit Palabok with rice noodles, flavorful shrimp gravy, and assorted toppings makes a delicious midday snack or main meal and is sure to be a family favorite. Perfect for gatherings and special occasions!",30minutes,30minutes,6," pound shrimp; canola oil;  pound pork belly, diced; 8 ounces firm tofu;  cup tinapa flakes; 1 head garlic, peeled and minced; 1 cup pork cracklings (chicharon), crushed; 4 hardboiled eggs, peeled and quartered;  cup green onions, chopped; calamansi or lemon, cut into wedges; shrimp heads ( reserved from peeling the shrimp); 5 cups water;  cup canola oil; 2 tablespoons annatto seeds;  cup flour; 2 pieces shrimp bouillon; salt and pepper to taste; 1 package (8 ounces) cornstarch or rice stick noodles","Peel shrimp, leaving tail intact. Reserve shrimp heads. In a saucepan over medium heat, bring 1 cup water to a boil. Place shrimp in a fine-mesh sieve and dip in the boiling water until the shrimp change color. Remove from the pot and set aside. Reserve liquid. | In a skillet over medium heat, add pork belly and cook, stirring occasionally, it releases oil. Continue to cook until browned and cooked through. Remove from pan and drain on paper towels. | Drain tofu from packing liquid and wrap with paper towels to rid of extra moisture. Cut into ¼-inch cubes. In a wide pan, heat about 1-inch deep of oil. Add tofu and deep-fry until golden brown and crisp. Using a slotted spoon, remove from, and set aside. | In a pan over medium heat, add 1 tablespoon oil. Add tinapa flakes and cook, stirring regularly, for about 1 to 2 minutes or until lightly browned and heated through. Remove from pan and set aside. | In a small pan over low heat, heat about ¼ cup oil. Add garlic and cook until lightly browned and crisp. With a slotted spoon, remove toasted garlic and drain on paper towels. Reserve 3 tablespoons of the garlic oil. | With a knife, coarsely chop reserved shrimp heads. | In a pot over medium heat, combine shrimp heads and 5 cups water. Bring to a boil, skimming any foam that rises on top. Lower heat and simmer for about 10 minutes to extract flavor. Using a fine-mesh strainer, strain liquid and discard shrimp solids. Reserve 5 cups of the stock. | In a saucepot over medium heat, heat ¼ cup canola oil. Add 2 tablespoons of annatto seeds and cook, stirring regularly, until oil is infused with deep-orange color. With a slotted spoon, remove seeds and discard. | Add flour to the annatto oil and cook, stirring constantly, for about 1 minute or until smooth. | Slowly add shrimp stock, whisking vigorously to prevent lumps. Bring to a boil and then lower heat to a simmer. | Add shrimp bouillon and stir until dissolved. | Cook, stirring regularly, for about 3 to 5 minutes or until thickened. Season with salt and pepper to taste. | In a large bowl, soak rice noodles in water for about 1 to 2 minutes or just until loosened. Drain well. | In a pot over medium heat, bring about 6 cups water to a brisk boil. Add noodles and cook for about 1 minute. Drain well. | Place noodles onto serving plates. Spoon sauce over noodles. | Top with shrimp, chicharon, fried pork, crispy tofu, tinapa flakes, hardboiled eggs, toasted garlic bits, and green onions. Serve with calamansi wedges.",440,8,19,36,10,6,17,0,166,242,210,1,1,221,2,88,2,https://www.kawalingpinoy.com/wp-content/uploads/2017/03/filipino-pancit-palabok-2-158x158.jpg,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE
Lumpiang Sariwa,"Filipino fresh spring rolls with crepe wrapper vegetable filling, and a savory peanut sauce are a tasty and filling snack or light meal. The're nutritious as they're delicious!",20minutes,40minutes,12,"1 tablespoon canola oil; 1 onion, peeled and chopped; 2 cloves garlic, peeled and minced; 2 tablespoons fish sauce; 1 pound carrots, peeled and diced; 1 pound sweet potatoes (kamote), peeled and diced;  pound green beans, ends trimmed and cut into  inch thick;  pound bean sprouts; 1 tablespoon sugar; 1 cup corn starch; 1  cups water; 3 eggs, beaten; 2 teaspoons canola oil; 1 teaspoon salt; 1 teaspoon sugar; non-stick cooking spray or oil; 5  cups water;  cup soy sauce; 1  cups brown sugar; 1 teaspoon salt; 6 tablespoons corn starch; 1 cup unsalted peanuts, ground; 1 head garlic, peeled and minced; 2 tablespoons peanut butter; 2 heads green leaf lettuce","In a wide pan over medium heat, heat oil. Add onions and garlic and cook until softened. | Add fish sauce and cook for another 1 to 2 minutes. | Add carrots, sweet potatoes, and green beans. Stir to combine. | Lower heat, cover and cook for about 7 to 10 minutes or until tender. | Add mung bean sprouts and continue to cook until tender-crisp. | Add sugar and stir to distribute. | Remove from pan and drain well in a colander. | In a  bowl, combine cornstarch and water. Whisk together until smooth. | Add eggs, oil, salt, and sugar. Stir to combine into a thin, runny batter. | Set a 9-inch nonstick pan over low heat. Lightly spray surface of pan with nonstick cooking spray or lightly brush with oil. | Add ¼ cup batter and gently swirl to cover the bottom of the pan. | Cook for about 30 to 40 seconds. When edges begin to pull from sides and small bubbles begin to form in the middle of crepe, gently flip to other side using a spatula. | Cook for another 10 seconds or until the top is firm and dry. | Remove the crepe wrapper from the pan by gently sliding onto a plate. Repeat with remaining batter, spraying the pan with nonstick cooking spray in between cooking. | Place a sheet of wax paper between the crepes to keep from sticking together. | In a saucepot over medium heat, combine 5 cups of the water, soy sauce, brown sugar, and salt. Bring to a boil, stirring regularly, until sugar is dissolved. | Add garlic and peanuts. Continue to cook for about 2 to 3 minutes. | In a bowl, combine corn starch and the remaining ½ cup water. Stir until corn starch is dissolved and mixture is smooth. | Whisking vigorously, slowly add corn starch slurry into the soy sauce mixture. Continue to cook, whisking regularly, until thickened. | Add peanut butter and stir until dissolved and well combined. | Separate the lettuce leaves and rinse well under cold, running water. Drain well. | Lay a wrapper on a flat surface and place a lettuce leaf on top. | Spoon about ½ cup filling across the middle of wrapper and fold sides to cover the filling. | To serve, pour sauce over the prepared lumpia and garnish with additional minced garlic and ground peanuts, if desired.",272,59,5,3,1,0,0,0,41,1261,516,4,34,16245,14,95,2,https://www.kawalingpinoy.com/wp-content/uploads/2020/05/lumpia-sariwa-158x158.jpg,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE
